"NAME","LOCUS","LENGTH","CHECKV_QUALITY","gene_position","start_position","end_position","strandedness","rank","ko_id","kegg_hit","viral_id","viral_hit","viral_RBH","viral_identity","viral_bitScore","viral_eVal","peptidase_id","peptidase_family","peptidase_hit","peptidase_RBH","peptidase_identity","peptidase_bitScore","peptidase_eVal","pfam_hits","cazy_id","cazy_hits","vogdb_id","vogdb_hits","vogdb_categories","heme_regulatory_motif_count","virsorter_category","auxiliary_score","is_transposon","amg_flags","EC_ANNOTATION","PHROG","PHROG_ANNOTATION"
"DNA_vOTU_8777","SAGEDEP_136796",16225,"Low-quality",17,13061,14239,-1,"D","","","YP_007237926.1","YP_007237926.1 glycosyl transferase [Tetrasphaera phage TJE1]",FALSE,0.199,79,1.02e-14,"","","",NA,NA,NA,NA,"Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]","GT4","GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)","VOG00087","sp|Q8QL34|Y335_SIRV1 Uncharacterized glycosyltransferase 335; Xh","Xh",0,1,1,FALSE,"MKF","","phrog_2170","glycosyltransferase"
"DNA_vOTU_8778","SAGEDEP_136806",22819,"Low-quality",7,3706,5832,1,"D","","","YP_009507461.1","YP_009507461.1 ribonucleoside-triphosphate reductase [Heterosigma akashiwo virus 01]",TRUE,0.368,395,1e-116,"","","",NA,NA,NA,NA,"Ribonucleotide reductase, barrel domain [PF02867.18]","","","","","",0,1,3,FALSE,"MKETF","","",""
"DNA_vOTU_8849","SAGEDEP_138384",37385,"Low-quality",43,32233,33414,1,"C","K01939","adenylosuccinate synthase [EC:6.3.4.4]","YP_009288116.1","YP_009288116.1 PurA-like adenylosuccinate synthetase [Mycobacterium phage Tonenili]",FALSE,0.366,238,1.87e-67,"","","",NA,NA,NA,NA,"Adenylosuccinate synthetase [PF00709.24]","","","VOG01841","sp|B3QQZ0|PURA_CHLP8 Adenylosuccinate synthetase; Xh","Xh",0,2,3,FALSE,"MF","","",""
"DNA_vOTU_8911","SAGEDEP_139313",20022,"Low-quality",7,4253,5509,-1,"D","","","YP_007237926.1","YP_007237926.1 glycosyl transferase [Tetrasphaera phage TJE1]",FALSE,0.322,205,5.95e-56,"","","",NA,NA,NA,NA,"Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]","","","VOG00087","sp|Q8QL34|Y335_SIRV1 Uncharacterized glycosyltransferase 335; Xh","Xh",0,1,3,FALSE,"MKF","","phrog_2170","glycosyltransferase"
"DNA_vOTU_8858","SAGEDEP_138664",24260,"Not-determined",5,4060,5187,1,"C","K02446","fructose-1,6-bisphosphatase II [EC:3.1.3.11]","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Bacterial fructose-1,6-bisphosphatase, glpX-encoded [PF03320.16]","","","","","",0,2,1,FALSE,"MKF","","",""
"DNA_vOTU_9024","SAGEDEP_141022",10386,"Low-quality",18,8987,9715,-1,"C","K01495","GTP cyclohydrolase IA [EC:3.5.4.16]","YP_009600207.1","YP_009600207.1 putative GTP cyclohydrolase [Dinoroseobacter phage vB_DshS-R5C]",FALSE,0.425,133,9.96e-34,"","","",NA,NA,NA,NA,"GTP cyclohydrolase I [PF01227.25]","","","VOG06341","sp|A4J5D0|GCH1_DESRM GTP cyclohydrolase 1; Xh","Xh",0,1,2,FALSE,"MKF","","phrog_2197","GTP cyclohydrolase"
"DNA_vOTU_9091","SAGEDEP_141990",12339,"Low-quality",12,4649,6421,1,"D","","","","",NA,NA,NA,NA,"MER0882438","M43B","MER0882438 - subfamily M43B non-peptidase homologues (Chryseobacterium oranimense) [M43.UNB]#M43B#{peptidase unit: 409-563}~source A0A0A1S1V4~",FALSE,0.267,60,8.44e-08,"Concanavalin A-like lectin/glucanases superfamily [PF13385.9]","","","","","",0,2,3,FALSE,"MKPF","","","Hypothetical protein"
"DNA_vOTU_9091","SAGEDEP_141992",12339,"Low-quality",14,7473,8885,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Concanavalin A-like lectin/glucanases superfamily [PF13385.9]","","","","","",0,1,3,FALSE,"MKF","",NA,NA
"DNA_vOTU_9102","SAGEDEP_142397",27064,"Low-quality",2,213,491,-1,"C","K02078","acyl carrier protein","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Phosphopantetheine attachment site [PF00550.28]; Acyl-carrier [PF14573.9]","","","","","",0,1,2,FALSE,"MKF","","phrog_5934","acyl carrier protein"
"DNA_vOTU_8978","SAGEDEP_140425",36949,"Low-quality",3,1820,4126,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"AAA-like domain [PF14516.9]; ATPase domain predominantly from Archaea [PF01637.21]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF12844.10]; Helix-turn-helix domain [PF13560.9]","","","","","",0,2,2,FALSE,"MKTF","","","Hypothetical protein"
"DNA_vOTU_9247","SAGEDEP_144359",15064,"Low-quality",9,9072,10595,-1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Acetyl xylan esterase (AXE1) [PF05448.15]; Abhydrolase family [PF12715.10]; Esterase FrsA-like [PF06500.14]; Prolyl oligopeptidase family [PF00326.24]; Serine aminopeptidase, S33 [PF12146.11]; Dienelactone hydrolase family [PF01738.21]","CE7","CE7 acetyl xylan esterase (EC 3.1.1.72); cephalosporin-C deacetylase (EC 3.1.1.41).","","","",0,2,1,FALSE,"MF","","","Hypothetical protein"
"DNA_vOTU_9251","SAGEDEP_144407",10613,"Low-quality",5,3022,4569,-1,"D","","","YP_009274262.1","YP_009274262.1 minor tail protein [Gordonia phage Orchid]",FALSE,0.293,169,4.68e-43,"","","",NA,NA,NA,NA,"Polysaccharide deacetylase [PF01522.24]","CE4","CE4 acetyl xylan esterase (EC 3.1.1.72); chitin deacetylase (EC 3.5.1.41); chitooligosaccharide deacetylase (EC 3.5.1.-); peptidoglycan GlcNAc deacetylase (EC 3.5.1.-); peptidoglycan N-acetylmuramic acid deacetylase (EC 3.5.1.-).","","","",0,2,3,FALSE,"MF","","","Hypothetical protein"
"DNA_vOTU_9256","SAGEDEP_144510",11716,"Not-determined",16,8681,9748,-1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Reversibly glycosylated polypeptide [PF03214.16]","GT75","GT75 UDP-Glc: self-glucosylating beta-glucosyltransferase (EC 2.4.1.-); UDP-L-arabinopyranose mutase (EC 5.4.99.-)","","","",0,2,3,FALSE,"MF","","","Hypothetical protein"
"DNA_vOTU_9334","SAGEDEP_145772",16084,"Low-quality",16,12484,13749,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Cutinase [PF01083.25]","CE5","CE5 acetyl xylan esterase (EC 3.1.1.72); cutinase (EC 3.1.1.74)","","","",0,2,3,FALSE,"MF","","phrog_102","endolysin"
"DNA_vOTU_9489","SAGEDEP_147706",11387,"Low-quality",9,4696,5310,-1,"C","K08970","nickel/cobalt transporter (NicO) family protein","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"High-affinity nickel-transport protein [PF03824.19]","","","","","",0,2,1,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_9431","SAGEDEP_146797",19732,"Low-quality",3,2251,3489,1,"C","K11717","cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]","YP_009507569.1","YP_009507569.1 aminotransferase [Heterosigma akashiwo virus 01]",FALSE,0.202,73,1.49e-12,"","","",NA,NA,NA,NA,"Aminotransferase class-V [PF00266.22]","","","","","",0,2,2,FALSE,"MKF","","",""
"DNA_vOTU_9669","SAGEDEP_149936",18748,"Low-quality",23,14735,15907,1,"C","K00558","DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]","YP_009950971.1","YP_009950971.1 DNA methylase [Mycobacterium phage Rando14]",FALSE,0.226,98,9.09e-21,"","","",NA,NA,NA,NA,"C-5 cytosine-specific DNA methylase [PF00145.20]","","","VOG00135","sp|P34877|MTSA_LACLC Modification methylase ScrFIA; XhXp","Xp;Xh",1,1,3,FALSE,"MF","","phrog_116","DNA methyltransferase"
"DNA_vOTU_9797","SAGEDEP_151678",33597,"Low-quality",3,1591,2775,-1,"C","K00652","8-amino-7-oxononanoate synthase [EC:2.3.1.47]","YP_002296164.1","YP_002296164.1 putative serine palmitoyltransferase [Emiliania huxleyi virus 86]",FALSE,0.339,196,4.79e-53,"MER0501945","U32","MER0501945 - family U32 unassigned peptidases (Chthonomonas calidirosea) [U32.UPW]#U32#{peptidase unit: 148-232}~source YP_008089209~",FALSE,0.486,72,8.51e-12,"Aminotransferase class I and II [PF00155.24]; Aminotransferase class-III [PF00202.24]; Aminotransferase class-V [PF00266.22]","","","","","",0,2,2,FALSE,"MKPF","","",""
"DNA_vOTU_9797","SAGEDEP_151679",33597,"Low-quality",4,2827,4884,-1,"D","","","YP_009621117.1","YP_009621117.1 major tail protein [Vibrio phage Ceto]",FALSE,0.368,61,1.66e-08,"MER0218606","I43","MER0218606 - family I43 unassigned peptidase inhibitors (Pedosphaera parvula) [I43.UPW]#I43#{inhibitor unit: 651-718}~source ZP_03628646~",FALSE,0.529,71,5.93e-11,"Concanavalin A-like lectin/glucanases superfamily [PF13385.9]; Immunoglobulin domain [PF13895.9]; Immunoglobulin I-set domain [PF07679.19]; Immunoglobulin domain [PF13927.9]","","","VOG00351","REFSEQ putative tail protein; Xu","Xu",0,0,2,FALSE,"MKPF","","phrog_3995","tail protein"
"DNA_vOTU_9753","SAGEDEP_151128",27684,"Low-quality",8,2115,4913,1,"D","","","YP_009223996.1","YP_009223996.1 von Willebrand factor domain protein [Gordonia phage GordTnk2]",FALSE,0.216,229,8.68e-60,"","","",NA,NA,NA,NA,"Cobalamin biosynthesis protein CobT VWA domain [PF11775.11]","","","VOG01033","REFSEQ hypothetical protein; Xu","Xu",0,1,2,FALSE,"MKTF","","phrog_5298","cobalamin biosynthesis protein"
"DNA_vOTU_9698","SAGEDEP_150247",18033,"Low-quality",16,14741,15484,-1,"C","K00059","3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]","YP_803294.1","YP_803294.1 hypothetical protein TNAV2c_gp071 [Trichoplusia ni ascovirus 2c]",FALSE,0.272,97,1.96e-21,"","","",NA,NA,NA,NA,"Enoyl-(Acyl carrier protein) reductase [PF13561.9]; short chain dehydrogenase [PF00106.28]; KR domain [PF08659.13]; NAD dependent epimerase/dehydratase family [PF01370.24]","","","VOG11079","sp|P37079|SORD_KLEPN Sorbitol-6-phosphate 2-dehydrogenase; Xh","Xh",0,1,2,FALSE,"MKF","","",""
"DNA_vOTU_9700","SAGEDEP_150273",26149,"Low-quality",3,1433,3016,1,"C","K02638","plastocyanin","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Copper binding proteins, plastocyanin/azurin family [PF00127.23]; Cupredoxin-like domain [PF13473.9]","","","","","",0,1,2,FALSE,"MF","","phrog_515","PetE plastocyanine"
"DNA_vOTU_9700","SAGEDEP_150274",26149,"Low-quality",4,3040,3462,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Cytochrome C oxidase, cbb3-type, subunit III [PF13442.9]; Cytochrome c [PF00034.24]","","","","","",1,2,2,FALSE,"MKF","","","Hypothetical protein"
"DNA_vOTU_9700","SAGEDEP_150287",26149,"Low-quality",17,20041,22221,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"Sortilin, neurotensin receptor 3, [PF15902.8]; Photosynthesis system II assembly factor YCF48 [PF14870.9]; BNR repeat-like domain [PF13088.9]","GH33; GH74","GH33 sialidase or neuraminidase (EC 3.2.1.18); trans-sialidase (EC 2.4.1.-); anhydrosialidase (EC 4.2.2.15); Kdo hydrolase (EC 3.2.1.-); 2-keto-3-deoxynononic acid hydrolase / KDNase (EC 3.2.1.-); GH74 endoglucanase (EC 3.2.1.4); oligoxyloglucan reducing end-specific cellobiohydrolase (EC 3.2.1.150); xyloglucanase (EC 3.2.1.151)","","","",0,2,2,FALSE,"MF","","","Hypothetical protein"
"DNA_vOTU_9987","SAGEDEP_153659",10074,"Low-quality",9,3125,3931,-1,"C","K00560","thymidylate synthase [EC:2.1.1.45]","YP_009287472.1","YP_009287472.1 thymidylate synthase [Gordonia phage Bantam]",FALSE,0.344,119,1.15e-28,"","","",NA,NA,NA,NA,"Thymidylate synthase [PF00303.22]","","","VOG00131","sp|P00471|TYSY_BPT4 Thymidylate synthase; Xr","Xr",0,1,3,FALSE,"VMF","","",""
"DNA_vOTU_9994","SAGEDEP_153721",10361,"Low-quality",11,3746,4273,1,"D","","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"PLD-like domain [PF13091.9]","","","","","",0,2,2,FALSE,"MKF","","","Hypothetical protein"
